id,count
1636,201.35464
1637,159.26616
1643,90.25066
1644,151.34212
1646,108.158394
1648,189.16678
1651,92.47203
1656,60.059856
1658,147.99898
1659,61.61082
1665,105.183464
1666,146.20969
1670,101.89138
1674,176.77757
1679,215.30367
1680,214.6007
1683,220.84201
1686,68.88148
1691,146.91595
1693,58.484264
1696,92.87174
1697,134.42412
1703,96.5442
1706,64.256386
1709,187.0464
1710,80.847435
1712,193.10828
1713,165.94524
1718,220.90707
1719,190.39203
1722,204.25844
1723,163.11526
1724,213.45831
1728,65.5106
1730,89.00219
1732,58.718655
1737,47.38931
1745,60.52255
1747,89.91414
1748,85.850655
1755,137.30006
1759,89.089874
1761,206.11214
1764,177.61418
1765,190.1478
1766,55.642147
1768,62.398693
1770,74.46845
1771,180.7657
1774,118.33998
1785,172.51926
1788,216.51286
1792,86.12633
1794,183.85764
1797,151.19429
1798,60.10922
1799,219.86781
1802,141.58795
1806,79.78627
1808,82.920296
1810,199.83334
1818,28.030632
1819,216.72594
1820,216.17303
1822,193.25768
1826,214.4745
1827,170.3296
1835,84.70644
1841,129.47029
1842,126.111336
1843,99.89486
1846,51.855602
1849,71.32077
1850,216.09644
1851,117.89443
1857,70.644165
1858,178.81615
1860,124.21076
1861,192.42732
1864,98.12472
1869,207.33032
1871,90.91798
1872,15.959047
1875,62.037167
1878,221.99406
1879,201.5412
1885,42.877636
1888,106.1137
1889,57.77429
1890,138.7913
1896,149.33675
1897,208.11581
1898,167.12549
1900,91.51185
1905,83.45497
1908,102.43872
1909,148.74242
1913,80.55756
1918,121.89199
1922,225.38664
1923,169.75702
1925,202.9287
1926,152.06924
1927,218.01785
1930,191.17982
1935,90.296585
1939,107.68453
1942,128.30463
1943,174.72432
1948,232.4186
1949,204.48018
1951,139.32611
1953,133.38202
1959,178.68275
1963,69.14512
1967,180.79936
1973,197.15065
1975,94.89793
1976,58.52194
1990,134.02765
1993,127.49348
1997,86.25453
1999,171.35158
2001,185.13342
2004,67.010826
2010,133.97292
2013,166.99811
2017,214.94691
2021,131.08147
2023,83.22985
2026,187.51723
2037,78.19836
2039,84.28515
2041,70.154236
2046,60.314114
2050,98.16278
2060,197.38115
2067,142.00792
2069,180.7929
2072,196.93776
2074,190.51326
2079,151.42178
2083,84.420494
2085,101.707985
2087,68.51867
2093,168.21458
2094,73.9795
2097,93.27459
2103,116.0423
2104,69.44211
2107,214.18874
2108,58.572777
2110,36.002632
2115,211.69188
2117,67.604744
2125,216.755
2127,221.01765
2133,61.158543
2134,223.06737
2135,142.52133
2141,200.11276
2143,75.81223
2145,54.913998
2146,96.80959
2147,194.53648
2148,89.903114
2149,48.32954
2165,125.82551
2166,176.84666
2177,108.97397
